tweets,attitude,clean_tweets,final_tweets,label
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @busraeth: 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp; RT 
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",pos," 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp;  
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",x ETH x WL Follow KaizenDesu amp busraeth Like amp Tag friendsEnds hr,0
RT @funnyjimin1: Choose your fighter https://t.co/3PzlPHhL6W,pos, Choose your fighter https://t.co/3PzlPHhL6W,Choose fighter,0
"RT @PageOne_Gallery: Those legends are gonna fly with us! 
How about you?

Like/RT/Drop your ETH wallet, we are going to choose some people…",pos," Those legends are gonna fly with us! 
How about you?

Like//Drop your ETH wallet, we are going to choose some people…",Those legend gonna fly u How youLikeDrop ETH wallet going choose people,0
"RT @marketoccultat1: Time was ripe but the price is still floating above 4hr targets with lots of time to retest
Looking at the Volume-as-p…",pos," Time was ripe but the price is still floating above 4hr targets with lots of time to retest
Looking at the Volume-as-p…",Time ripe price still floating hr target lot time retestLooking Volumeasp,0
"RT @BaknerEz: You are not alone, we are a community ❤️🧡💛💚💙💜We will grow together🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑Your art is important for us 🖼️Sha…",pos," You are not alone, we are a community ❤️🧡💛💚💙💜We will grow together🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑Your art is important for us 🖼️Sha…",You alone community We grow togetherYour art important u Sha,0
"RT @bestnftdrop_io: 🏆 $500 ( $ETH / $SOL )

To Enter:

1️⃣ Follow us 
2️⃣ RT &amp; LIKE this tweet
3️⃣ Tag 3 friends

Winners selected in 48H⏰…",pos," 🏆 $500 ( $ETH / $SOL )

To Enter:

1️⃣ Follow us 
2️⃣  &amp; LIKE this tweet
3️⃣ Tag 3 friends

Winners selected in 48H⏰…",ETH SOL To Enter Follow u amp LIKE tweet Tag friendsWinners selected H,0
"RT @GiveawayKeeper: 🎁 SOPHON X PG Community 🎁

🏆 3x = Free Mints

And We are giving away 3x WL From : ( 
@TheForeverWar

To Enter:
1️⃣ Foll…",neg," 🎁 SOPHON X PG Community 🎁

🏆 3x = Free Mints

And We are giving away 3x WL From : ( 
@TheForeverWar

To Enter:
1️⃣ Foll…",SOPHON X PG Community x Free MintsAnd We giving away x WL From TheForeverWarTo Enter Foll,1
@SexiestInvestor What is blocks and why do you seem to love it so much?  A quick glance at the chart makes me not w… https://t.co/dEm0watH9E,pos,@SexiestInvestor What is blocks and why do you seem to love it so much?  A quick glance at the chart makes me not w… https://t.co/dEm0watH9E,SexiestInvestor What block seem love much A quick glance chart make w,0
"RT @wcierc20: FIFA has become one of the most-watched eSports in the world.
Ready to take the dive and place a bet? 
WCI the First World Cu…",pos," FIFA has become one of the most-watched eSports in the world.
eady to take the dive and place a bet? 
WCI the First World Cu…",FIFA become one mostwatched eSports worldeady take dive place bet WCI First World Cu,0
"3/ I'm not sure that I'm of a BIG HELP today guys. (At least for now)

I don't like so much those kind of  situatio… https://t.co/CcrnkcWMty",pos,"3/ I'm not sure that I'm of a BIG HELP today guys. (At least for now)

I don't like so much those kind of  situatio… https://t.co/CcrnkcWMty",Im sure Im BIG HELP today guy At least nowI dont like much kind situatio,0
"Join our Bonie Heads Yacht Club Discord server early, we are building &amp; in the very early stage! 

Hop In :… https://t.co/qD6Ke3YY8I",pos,"Join our Bonie Heads Yacht Club Discord server early, we are building &amp; in the very early stage! 

Hop In :… https://t.co/qD6Ke3YY8I",Join Bonie Heads Yacht Club Discord server early building amp early stage Hop In,0
We still headed to $400 #eth &amp; 14k #btc?,pos,We still headed to $400 #eth &amp; 14k #btc?,We still headed amp k,0
@jayzhvj_eth @KonguNFT @MrSoulToken welcome to the treehouse!,pos,@jayzhvj_eth @KonguNFT @MrSoulToken welcome to the treehouse!,jayzhvjeth KonguNFT MrSoulToken welcome treehouse,0
"2/ #BTC (1h) Triangle  and another test (4th time) of the falling wedge?

In that case, we would then be forming a… https://t.co/lDkUilBkI9",pos,"2/ #BTC (1h) Triangle  and another test (4th time) of the falling wedge?

In that case, we would then be forming a… https://t.co/lDkUilBkI9",h Triangle another test th time falling wedgeIn case would forming,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
1/ #BTC (4h) is getting very close to MEGA falling wedge resistance trendline and a potential BREAKOUT is around th… https://t.co/ftf9HzOdLZ,pos,1/ #BTC (4h) is getting very close to MEGA falling wedge resistance trendline and a potential BEAKOUT is around th… https://t.co/ftf9HzOdLZ,h getting close MEGA falling wedge resistance trendline potential BEAKOUT around th,0
"RT @TetherAirdrops: You’ll receive 60 $BUSD ($60) 🎉

$675,097.26 $BUSD For the first 10000 people who follow &amp; Retweet this pinned 📌

✅Foll…",pos," You’ll receive 60 $BUSD ($60) 🎉

$675,097.26 $BUSD For the first 10000 people who follow &amp;etweet this pinned 📌

✅Foll…",Youll receive BUSD BUSD For first people follow ampetweet pinned Foll,0
i want this new nft.. @imsoholly_wood @Ps74618638 @QuinleyQuokka @BiteyeCN @w3apon_eth @kanchos1 @memoryAKAbarry… https://t.co/KyGg6dkldk,pos,i want this new nft.. @imsoholly_wood @Ps74618638 @QuinleyQuokka @BiteyeCN @w3apon_eth @kanchos1 @memoryAKAbarry… https://t.co/KyGg6dkldk,want new nft imsohollywood Ps QuinleyQuokka BiteyeCN waponeth kanchos memoryAKAbarry,0
love this @Clevety6 @Khalid82113817 @Manner51259447 @Rosy44547505 @j_jjhunts @zim86238315 @Jc12612751 @Bypast20… https://t.co/kNB3IuU4QO,pos,love this @Clevety6 @Khalid82113817 @Manner51259447 @osy44547505 @j_jjhunts @zim86238315 @Jc12612751 @Bypast20… https://t.co/kNB3IuU4QO,love Clevety Khalid Manner osy jjjhunts zim Jc Bypast,0
@Flatbread_eth Alternate,pos,@Flatbread_eth Alternate,Flatbreadeth Alternate,0
RT @bangtinyboyys: He never misses a single move main dancer https://t.co/VtCX69i24L,pos, He never misses a single move main dancer https://t.co/VtCX69i24L,He never miss single move main dancer,0
RT @Cryptogems223: What’s the next 100x #altcoin on #BSC and #ETH?,pos, What’s the next 100x #altcoin on #BSC and #ETH?,Whats next x,0
"RT @PhasesNFT: 🎉Phases x OVERBORNENFT🎉

2x wl spots for @OVERBORNENFT

✨To enter:
1️⃣ Follow @OVERBORNENFT | @PhasesNFT | @pents_eth
2️⃣❤️+…",pos," 🎉Phases x OVEBONENFT🎉

2x wl spots for @OVEBONENFT

✨To enter:
1️⃣ Follow @OVEBONENFT | @PhasesNFT | @pents_eth
2️⃣❤️+…",Phases x OVEBONENFTx wl spot OVEBONENFTTo enter Follow OVEBONENFT PhasesNFT pentseth,0
"RT @JoshClarkart: Bla bla bla… or whatever vampires say 
2of2 for @Shaqnato , thank you for reaching out I appreciate it enjoy those riders…",pos," Bla bla bla… or whatever vampires say 
2of2 for @Shaqnato , thank you for reaching out I appreciate it enjoy those riders…",Bla bla bla whatever vampire say Shaqnato thank reaching I appreciate enjoy rider,0
$PLSX FAUCET - Just claimed my 100 FREE #PLSX from the https://t.co/AEKhuWvjJM #PulseX #Faucet! Claim your DAILY 10… https://t.co/aUpg5gkdiW,pos,$PLSX FAUCET - Just claimed my 100 FEE #PLSX from the https://t.co/AEKhuWvjJM #PulseX #Faucet! Claim your DAILY 10… https://t.co/aUpg5gkdiW,PLSX FAUCET Just claimed FEE Claim DAILY,0
"RT @Y00tsGodfather: Guys, @Y00tsYC has been live for 3 weeks. 

In that time we have:

👉 Launched 2 collections
👉 Updated entire metadata w…",pos," Guys, @Y00tsYC has been live for 3 weeks. 

In that time we have:

👉 Launched 2 collections
👉 Updated entire metadata w…",Guys YtsYC live week In time Launched collection Updated entire metadata w,0
@GoburinNFT @Zimmy_eth free merch yeah?,pos,@GoburinNFT @Zimmy_eth free merch yeah?,GoburinNFT Zimmyeth free merch yeah,0
"RT @IsaacChibuzor: @Laashile_ @lurogho_eth @Blackdame It depends on a lot  really, dashboards I have worked on are very private like budget…",pos," @Laashile_ @lurogho_eth @Blackdame It depends on a lot  really, dashboards I have worked on are very private like budget…",Laashile luroghoeth Blackdame It depends lot really dashboard I worked private like budget,0
"RT @XT_Futures: 🛸Share $300000+ in Contract Carnival🛸

1⃣ Recruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/RMV2Bn5cOJ

2⃣ Invitati…",pos," 🛸Share $300000+ in Contract Carnival🛸

1⃣ecruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/MV2Bn5cOJ

2⃣ Invitati…",Share Contract Carnivalecruit XT Futures InfluencersMemeParty Invitati,0
@StackchainQuant @7noBodywins @StakchainBuddha @PeterAnsel9 @doctorsatoshiMD @Masshodlghost @jc4466 @BTC_Satanista… https://t.co/XP6B9ioMJK,pos,@StackchainQuant @7noBodywins @StakchainBuddha @PeterAnsel9 @doctorsatoshiMD @Masshodlghost @jc4466 @BTC_Satanista… https://t.co/XP6B9ioMJK,StackchainQuant noBodywins StakchainBuddha PeterAnsel doctorsatoshiMD Masshodlghost jc BTCSatanista,0
"RT @JohnGh87: Our 3rd top 10 exchange will be announced on the 30th of September.
and we do have a 4th 
plus major news about utilities! 
F…",pos," Our 3rd top 10 exchange will be announced on the 30th of September.
and we do have a 4th 
plus major news about utilities! 
F…",Our rd top exchange announced th Septemberand th plus major news utility F,0
"RT @DAXIAGUA1: 5WL of @EtherPOAP
Round 2!
To claim Credential for free, and participate in 30 ETH giveaway!！

To Enter:
1. like, RT, Tag 3…",pos," 5WL of @EtherPOAP
ound 2!
To claim Credential for free, and participate in 30 ETH giveaway!！

To Enter:
1. like, , Tag 3…",WL EtherPOAPound To claim Credential free participate ETH giveawayTo Enter like Tag,0
@Rapiddosnft Did you get back your eth??,pos,@apiddosnft Did you get back your eth??,apiddosnft Did get back eth,0
RT @OasisProtocol: Oasis was the first to propose a modular architecture separating consensus for execution (that is now becoming populariz…,pos, Oasis was the first to propose a modular architecture separating consensus for execution (that is now becoming populariz…,Oasis first propose modular architecture separating consensus execution becoming populariz,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @LunarCrush: 👋 Hey @IOHK_Charles did you know you're the 2nd most influential account on CT today? 👀

#Cardano $ADA #Ethereum $ETH https…",pos," 👋 Hey @IOHK_Charles did you know you're the 2nd most influential account on CT today? 👀

#Cardano $ADA #Ethereum $ETH https…",Hey IOHKCharles know youre nd influential account CT today ADA ETH,0
RT @iamcomingundone: I just posted a new proposal! Gas for Gasless Voting! Its to set aside 13 Eth to submit the gasless votes which requir…,pos, I just posted a new proposal! Gas for Gasless Voting! Its to set aside 13 Eth to submit the gasless votes which requir…,I posted new proposal Gas Gasless Voting Its set aside Eth submit gasless vote requir,0
"RT @Factory_Dao: 🔥Founders Factory is growing!🔥

Omega Alpha is joining our network, and we're celebrating with a Mega Giveaway!

🎁1x Winne…",pos," 🔥Founders Factory is growing!🔥

Omega Alpha is joining our network, and we're celebrating with a Mega Giveaway!

🎁1x Winne…",Founders Factory growingOmega Alpha joining network celebrating Mega Giveawayx Winne,0
"RT @Hayess5178: #OKINAMI On @Uniswap 😳

Just pulled a 2x out of no where😂. This could be just the beginning. Still a baby at 11m Mcap. Stil…",pos," #OKINAMI On @Uniswap 😳

Just pulled a 2x out of no where😂. This could be just the beginning. Still a baby at 11m Mcap. Stil…",On Uniswap Just pulled x This could beginning Still baby Mcap Stil,0
"RT @Oluwaniayomi_3d: Gm #NFTCommunity

✨Avatar state✨

💎 Ξ  0.15 ETH Reserve💎

I would appreciate you retweets💖

🧵👇
https://t.co/HeAw7uAoQm…",pos," Gm #NFTCommunity

✨Avatar state✨

💎 Ξ  0.15 ETHeserve💎

I would appreciate you retweets💖

🧵👇
https://t.co/HeAw7uAoQm…",Gm state ETHeserveI would appreciate,0
"RT @wabibnb: #AUCTION
Pump AUCTION 🚀
#Bitcoin #BTC #bouncefinance #auctionusdt #qlc #vib #wabi #pivx $asr #binance $btc $doge $idex $anc $e…",pos," #AUCTION
Pump AUCTION 🚀
#Bitcoin #BTC #bouncefinance #auctionusdt #qlc #vib #wabi #pivx $asr #binance $btc $doge $idex $anc $e…",AUCTION asr btc doge idex anc e,0
"RT @6avid_eth: I'll help pay your bills, drop your $ETH wallets! 🍀
Helping 15 People with $1000 each in #ETH ❤️",pos," I'll help pay your bills, drop your $ETH wallets! 🍀
Helping 15 People with $1000 each in #ETH ❤️",Ill help pay bill drop ETH wallet Helping People,0
"RT @coinsph: Hey #Coinmunity! We’ve unlocked an NFT giveaway 🤔 with our frens from @Unlockd_Finance 🔓 
 
🎁 One lucky winner will receive 🎁…",pos," Hey #Coinmunity! We’ve unlocked an NFT giveaway 🤔 with our frens from @Unlockd_Finance 🔓 
 
🎁 One lucky winner will receive 🎁…",Hey Weve unlocked NFT giveaway frens UnlockdFinance One lucky winner receive,0
"RT @Fomo__in: 👏#Fomo__in &amp; @APY_TOP Joint #Airdrop #Giveaway 

🏆0.2 $ETH worth of https://t.co/m7oK373yRX Pass to 10 winners 🪂

⏰NOW~Sep 27…",pos," 👏#Fomo__in &amp; @APY_TOP Joint #Airdrop #Giveaway 

🏆0.2 $ETH worth of https://t.co/m7oK373yX Pass to 10 winners 🪂

⏰NOW~Sep 27…",amp APYTOP Joint ETH worth Pass winner NOWSep,0
"@DAOser_x @TheNextLegends @MuhammadAli @altstatemachine Not cliche at all ser, it’s time global society started tak… https://t.co/BMRiPLaQU1",pos,"@DAOser_x @TheNextLegends @MuhammadAli @altstatemachine Not cliche at all ser, it’s time global society started tak… https://t.co/BMiPLaQU1",DAOserx TheNextLegends MuhammadAli altstatemachine Not cliche ser time global society started tak,0
wl Notice Minting @0272doteth @DiamondOddities @WavexPirate @Doxia_eth @michalkalis @skittlewood @stijnvhapert… https://t.co/SA94w3cUet,pos,wl Notice Minting @0272doteth @DiamondOddities @WavexPirate @Doxia_eth @michalkalis @skittlewood @stijnvhapert… https://t.co/SA94w3cUet,wl Notice Minting doteth DiamondOddities WavexPirate Doxiaeth michalkalis skittlewood stijnvhapert,0
"#1 Crypto trading community hands down... 

https://t.co/yqcRErreNF

$SHIB $ETH $ADA $BNB $DOT $XRP $LTC $LINK $UNI… https://t.co/cvxFQJJ9pL",neg,"#1 Crypto trading community hands down... 

https://t.co/yqcErreNF

$SHIB $ETH $ADA $BNB $DOT $XP $LTC $LINK $UNI… https://t.co/cvxFQJJ9pL",Crypto trading community hand ETH ADA BNB DOT XP LTC LINK UNI,1
"RT @SocialGood_Inc: 💫 Win $100 in $BTC 💫
Just 1⃣Follow &amp; 2⃣Retweet
for a chance to win $100 worth of #Bitcoin for our 61st RT/Share #Giveaw…",pos," 💫 Win $100 in $BTC 💫
Just 1⃣Follow &amp; 2⃣etweet
for a chance to win $100 worth of #Bitcoin for our 61st /Share #Giveaw…",Win BTC Just Follow amp etweetfor chance win worth st Share,0
"@cryptojack A community first #ETH token created by #Shiba &amp; #doge whales coming together for the greater good.

🐕… https://t.co/im1Dmz93Um",pos,"@cryptojack A community first #ETH token created by #Shiba &amp; #doge whales coming together for the greater good.

🐕… https://t.co/im1Dmz93Um",cryptojack A community first token created amp whale coming together greater good,0
"RT @DogeZoneio: 😍Airdrop $300 for the person who guessed the BTC price correctly😍

✅Rules: 
👉Comment the price of BTC will be 0:00 AM Thurs…",pos," 😍Airdrop $300 for the person who guessed the BTC price correctly😍

✅ules: 
👉Comment the price of BTC will be 0:00 AM Thurs…",Airdrop person guessed BTC price correctlyules Comment price BTC AM Thurs,0
"RT @TrustlessState: Post-Merge $ETH at $1,300 is the best risk/reward entry that crypto has ever seen",pos," Post-Merge $ETH at $1,300 is the best risk/reward entry that crypto has ever seen",PostMerge ETH best riskreward entry crypto ever seen,0
"RT @TrueScaryStori2: To win:
1️⃣  Follow me ✔
2️⃣  Like &amp; Retweet ✔
3️⃣  Drop your #ETH wallet address ✔

https://t.co/R0rP2fU4sU

 #nftart…",pos," To win:
1️⃣  Follow me ✔
2️⃣  Like &amp;etweet ✔
3️⃣  Drop your #ETH wallet address ✔

https://t.co/0rP2fU4sU

 #nftart…",To win Follow Like ampetweet Drop wallet address,0
"RT @robinn_eth: Robin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",pos," obin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",obin OpenTigers OpenW NFT Marketplaces first NFT creation join purchase OpenTiger chai,0
Drop an #ETH adress #NFT.  Follow me 🤳🏿,pos,Drop an #ETH adress #NFT.  Follow me 🤳🏿,Drop adress Follow,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
